neighborhood,price,layout,bathrooms,square_footage
Park Slope,4795.00,4 Bedroom,3 Bathroom,1400
East Harlem,2495.00,2 Bedroom,1 Bathroom,750
Upper East Side,4350.00,2 Bedroom,2 Bathroom,1161
Williamsburg,3300.00,2 Bedroom,1 Bathroom,1000
Flatiron,3675.00,1 Bedroom,1 Bathroom,650
Upper East Side,3100.00,1 Bedroom,1 Bathroom,528
Financial District,2225.00,Studio,1 Bathroom,370
Greenwich Village,4000.00,2 Bedroom,1 Bathroom,750
Upper West Side,11500.00,3 Bedroom,3 Bathroom,1826
Midtown East,16500.00,3 Bedroom,3.5 Bathroom,2400
East Village,12995.00,3 Bedroom,3 Bathroom,2300
Midtown East,3550.00,1 Bedroom,1 Bathroom,750
Chelsea,4050.00,1 Bedroom,1 Bathroom,800
Downtown Brooklyn,3175.00,1 Bedroom,1 Bathroom,614
Battery Park City,2850.00,1 Bedroom,1 Bathroom,620
Financial District,3500.00,1 Bedroom,1 Bathroom,698
Upper East Side,2095.00,Studio,1 Bathroom,10
Midtown,5250.00,1 Bedroom,1 Bathroom,759
Bushwick,2400.00,2 Bedroom,2 Bathroom,1100
DUMBO,3495.00,1 Bedroom,1 Bathroom,753
Downtown Brooklyn,3475.00,1 Bedroom w/ HO,2 Bathroom,846
Upper East Side,2700.00,1 Bedroom,1 Bathroom,800
Kips Bay,3600.00,2 Bedroom,1 Bathroom,850
Upper West Side,2900.00,1 Bedroom,1 Bathroom,592
Midtown East,3000.00,Alcove Studio,1 Bathroom,560
Upper East Side,10000.00,2 Bedroom,2 Bathroom,1400
Financial District,25000.00,4 Bedroom,4 Bathroom,2811
Upper West Side,7800.00,2 Bedroom,2 Bathroom,1318
Greenwood Heights,2650.00,2 Bedroom,1 Bathroom,625
Chelsea,11000.00,2 Bedroom,2 Bathroom,2000
West Village,9225.00,2 Bedroom,2 Bathroom,1620
Roosevelt Island,3085.00,Flex 2,1 Bathroom,850
Union Square,2195.00,Studio,1 Bathroom,250
East Village,6250.00,4 Bedroom,2 Bathroom,1600
Union Square,4700.00,2 Bedroom,1 Bathroom,1100
Williamsburg,2800.00,1 Bedroom,1 Bathroom,700
NoMad,6800.00,3 Bedroom w/ HO,1 Bathroom,1400
Astoria,3850.00,2 Bedroom,1.5 Bathroom,900
Midtown,3065.00,2 Bedroom,1 Bathroom,850
Gramercy,18500.00,3 Bedroom w/ HO,3 Bathroom,2500
East Village,3500.00,1 Bedroom,1 Bathroom,650
Murray Hill,2775.00,1 Bedroom,1 Bathroom,800
Battery Park City,13000.00,3 Bedroom,3 Bathroom,2097
Upper West Side,14000.00,3 Bedroom,3 Bathroom,1727
Upper East Side,8000.00,1 Bedroom,1 Bathroom,912
Financial District,5950.00,2 Bedroom,2 Bathroom,1570
Harlem,2300.00,2 Bedroom,1 Bathroom,900
Bedford-Stuyvesant,2500.00,1 Bedroom,1 Bathroom,843
Financial District,12995.00,3 Bedroom,3 Bathroom,2440
Midtown West,2864.00,1 Bedroom,1 Bathroom,579
Upper West Side,4100.00,1 Bedroom,1 Bathroom,740
Flatiron,11500.00,3 Bedroom,3.5 Bathroom,1900
Financial District,6100.00,2 Bedroom,2 Bathroom,1273
Upper East Side,3300.00,1 Bedroom,1 Bathroom,852
Soho,25000.00,3 Bedroom,3 Bathroom,2476
Financial District,2950.00,1 Bedroom,1 Bathroom,514
Upper East Side,4650.00,Jr 4,1.5 Bathroom,1159
Upper West Side,7250.00,2 Bedroom,2 Bathroom,1333
Downtown Brooklyn,2425.00,Studio,1 Bathroom,484
Upper West Side,6999.00,2 Bedroom,2 Bathroom,1227
Brooklyn Heights,2795.00,1 Bedroom,1 Bathroom,700
Bushwick,3233.00,3 Bedroom,2 Bathroom,1170
Bedford-Stuyvesant,3599.00,2 Bedroom,2.5 Bathroom,2100
Greenpoint,3399.00,2 Bedroom,1.5 Bathroom,900
Bedford-Stuyvesant,2700.00,2 Bedroom w/ HO,1 Bathroom,800
Midtown,4800.00,1 Bedroom,1 Bathroom,808
Midtown East,6500.00,2 Bedroom,2 Bathroom,1250
Upper East Side,2700.00,Studio,1 Bathroom,547
East Village,1800.00,Studio,1 Bathroom,265
Clinton Hill,4000.00,Studio,1 Bathroom,1600
Bushwick,2300.00,2 Bedroom,1 Bathroom,750
Midtown,4000.00,1 Bedroom,1 Bathroom,890
Midtown East,20000.00,3 Bedroom,3.5 Bathroom,2200
Midtown,12500.00,2 Bedroom,2 Bathroom,1797
East Village,3425.00,1 Bedroom,1 Bathroom,695
Greenpoint,2850.00,2 Bedroom,1 Bathroom,1045
Chelsea,13400.00,3 Bedroom,3 Bathroom,1979
Financial District,4700.00,1 Bedroom,1 Bathroom,708
Williamsburg,3000.00,2 Bedroom,1 Bathroom,1100
West Village,5500.00,1 Bedroom,1 Bathroom,923
Bedford-Stuyvesant,2599.00,3 Bedroom,1 Bathroom,775
Upper East Side,20750.00,3 Bedroom,3 Bathroom,2385
East Harlem,1950.00,1 Bedroom,1 Bathroom,550
Long Island City,3800.00,2 Bedroom,2 Bathroom,808
Williamsburg,3295.00,1 Bedroom,1 Bathroom,614
Tribeca,15750.00,3 Bedroom,3 Bathroom,2222
Cobble Hill,3250.00,2 Bedroom,1 Bathroom,1000
Murray Hill,5100.00,2 Bedroom,2 Bathroom,1134
Williamsburg,3637.00,1 Bedroom,1 Bathroom,680
Brooklyn Heights,4800.00,2 Bedroom,1.5 Bathroom,1200
Greenwich Village,11500.00,2 Bedroom,2 Bathroom,1400
Astoria,2500.00,2 Bedroom,1 Bathroom,900
Financial District,4000.00,1 Bedroom,1 Bathroom,831
Upper East Side,3400.00,1 Bedroom,1 Bathroom,750
East Village,5400.00,1 Bedroom,1 Bathroom,1000
Lower East Side,2200.00,1 Bedroom,1 Bathroom,500
Park Slope,4500.00,2 Bedroom,1 Bathroom,1079
Upper East Side,65000.00,5 Bedroom,4 Bathroom,7140
Hudson Yards,3495.00,1 Bedroom,1 Bathroom,628
Battery Park City,13500.00,3 Bedroom w/ HO,3.5 Bathroom,1842
Williamsburg,2600.00,Studio,1 Bathroom,611
Windsor Terrace,6000.00,3 Bedroom,2.5 Bathroom,1500
Upper East Side,30000.00,5 Bedroom,3 Bathroom,3732
Upper East Side,8750.00,2 Bedroom,2 Bathroom,1500
Park Slope,4500.00,3 Bedroom,2 Bathroom,1000
East Village,3795.00,2 Bedroom,1 Bathroom,800
Upper East Side,3995.00,2 Bedroom,1 Bathroom,1000
Chelsea,5700.00,2 Bedroom,2 Bathroom,1176
NoMad,6350.00,1 Bedroom,1 Bathroom,842
Midtown East,7295.00,2 Bedroom,2 Bathroom,1335
Prospect Heights,3250.00,3 Bedroom,1 Bathroom,1100
Sunset Park,2100.00,2 Bedroom,1 Bathroom,990
Williamsburg,4500.00,1 Bedroom w/ HO,1 Bathroom,1100
Upper East Side,2900.00,1 Bedroom,1 Bathroom,800
Williamsburg,5800.00,2 Bedroom,2 Bathroom,1185
Midtown West,3635.00,1 Bedroom,1 Bathroom,692
Upper West Side,7000.00,1 Bedroom,1 Bathroom,900
Soho,7750.00,1 Bedroom,1 Bathroom,1203
South Williamsburg,3995.00,2 Bedroom,1 Bathroom,1300
Greenpoint,3750.00,2 Bedroom,1 Bathroom,1000
Upper East Side,18500.00,3 Bedroom,3 Bathroom,2214
Upper West Side,2400.00,Studio,1 Bathroom,520
East Williamsburg,5000.00,Flex 4,2 Bathroom,1800
Crown Heights,3350.00,2 Bedroom,2 Bathroom,990
Bensonhurst,1375.00,1 Bedroom,1 Bathroom,600
Norwood,1650.00,1 Bedroom,1 Bathroom,750
Gramercy,2195.00,Studio,1 Bathroom,374
Upper West Side,22000.00,4 Bedroom w/ HO,2 Bathroom,2900
Midtown West,2850.00,Studio,1 Bathroom,522
Williamsburg,2700.00,1 Bedroom,1 Bathroom,614
Park Slope,4900.00,3 Bedroom,2 Bathroom,1250
Upper East Side,1799.00,Studio,1 Bathroom,400
Upper East Side,2795.00,1 Bedroom,1 Bathroom,600
Upper East Side,4100.00,1 Bedroom,1 Bathroom,650
East Village,5200.00,3 Bedroom,2 Bathroom,1400
Murray Hill,3500.00,Studio,1 Bathroom,1000
Upper East Side,5900.00,2 Bedroom,2 Bathroom,1050
Midtown,8000.00,2 Bedroom,2 Bathroom,1190
Chelsea,5900.00,1 Bedroom,1 Bathroom,907
Upper West Side,2350.00,Studio,1 Bathroom,545
Battery Park City,8995.00,2 Bedroom w/ HO,2.5 Bathroom,1690
Fort Greene,3400.00,3 Bedroom,1 Bathroom,1600
Midtown,6600.00,3 Bedroom,2 Bathroom,1040
Chelsea,10000.00,2 Bedroom,2 Bathroom,1064
Crown Heights,2895.00,5 Bedroom,2 Bathroom,1800
East Village,9100.00,3 Bedroom,2 Bathroom,1442
Financial District,3000.00,Studio,1 Bathroom,627
Park Slope,1650.00,Studio,1 Bathroom,260
Upper East Side,6200.00,2 Bedroom,2 Bathroom,1122
Upper West Side,10700.00,3 Bedroom,3 Bathroom,1872
Murray Hill,2100.00,Studio,1 Bathroom,450
Midtown,9500.00,2 Bedroom,2 Bathroom,1432
Harlem,6600.00,3 Bedroom,2.5 Bathroom,2120
Midtown West,5795.00,4 Bedroom,1 Bathroom,1400
Greenpoint,3495.00,1 Bedroom,1 Bathroom,750
Midtown East,3350.00,1 Bedroom,1 Bathroom,716
Soho,14900.00,4 Bedroom,3 Bathroom,3000
Brownsville,1950.00,2 Bedroom,2 Bathroom,1100
Park Slope,4500.00,2 Bedroom,1 Bathroom,1029
Murray Hill,2600.00,Studio,1 Bathroom,453
Midtown,5000.00,1 Bedroom,1.5 Bathroom,842
Upper West Side,1975.00,1 Bedroom,1 Bathroom,475
Bay Ridge,2100.00,2 Bedroom,1 Bathroom,700
Harlem,2200.00,Studio,1 Bathroom,525
Long Island City,3800.00,1 Bedroom,2 Bathroom,1315
Greenwich Village,7200.00,2 Bedroom,2 Bathroom,1229
Flatiron,12000.00,3 Bedroom,2 Bathroom,2300
Tottenville,1800.00,3 Bedroom,1 Bathroom,3232
Financial District,5250.00,2 Bedroom,2 Bathroom,1429
Astoria,2400.00,1 Bedroom,1 Bathroom,1094
Brooklyn Heights,5250.00,2 Bedroom,2 Bathroom,1220
Chelsea,6750.00,1 Bedroom,2 Bathroom,1273
Long Island City,2175.00,Studio,1 Bathroom,450
Soho,12500.00,2 Bedroom,2 Bathroom,2000
Brooklyn Heights,8100.00,3 Bedroom,2.5 Bathroom,2200
Forest Hills,2600.00,3 Bedroom,1 Bathroom,1500
Tribeca,8000.00,3 Bedroom,2 Bathroom,1829
Murray Hill,5950.00,1 Bedroom,1 Bathroom,1078
Upper East Side,3250.00,Studio,1 Bathroom,430
Greenpoint,3995.00,1 Bedroom,2 Bathroom,1653
Financial District,4400.00,1 Bedroom,1 Bathroom,800
Tribeca,13500.00,3 Bedroom,2 Bathroom,2200
Flatiron,3950.00,1 Bedroom,1 Bathroom,0
Chelsea,6995.00,1 Bedroom,2 Bathroom,1266
Upper East Side,3600.00,1 Bedroom,1 Bathroom,957
Boerum Hill,3300.00,1 Bedroom,1 Bathroom,750
Downtown Brooklyn,2475.00,Studio,1 Bathroom,444
Upper East Side,2850.00,1 Bedroom,1 Bathroom,700
Midtown,5400.00,2 Bedroom,2 Bathroom,976
Tribeca,2800.00,Studio,1 Bathroom,519
Chelsea,5500.00,2 Bedroom,1 Bathroom,990
Astoria,3395.00,3 Bedroom,2 Bathroom,1690
Upper East Side,2375.00,Studio,1 Bathroom,600
Boerum Hill,2300.00,1 Bedroom,1 Bathroom,688
Midtown,4995.00,1 Bedroom,1.5 Bathroom,988
Park Slope,2600.00,1 Bedroom,1 Bathroom,900
Upper West Side,3795.00,1 Bedroom,1 Bathroom,750
Lower East Side,6500.00,2 Bedroom,2 Bathroom,1075
Midtown West,2700.00,2 Bedroom,1 Bathroom,400
Fort Greene,2600.00,1 Bedroom,1 Bathroom,800
Financial District,2750.00,Studio,1 Bathroom,595
Midtown West,2688.00,2 Bedroom,1 Bathroom,650
Bedford-Stuyvesant,3400.00,4 Bedroom,2 Bathroom,1200
Noho,6000.00,2 Bedroom,1 Bathroom,1100
Park Slope,2800.00,1 Bedroom,1 Bathroom,850
Upper West Side,9000.00,2 Bedroom,2 Bathroom,1306
Park Slope,4695.00,3 Bedroom,2 Bathroom,1350
Williamsburg,3400.00,1 Bedroom,1 Bathroom,775
Union Square,4800.00,2 Bedroom,1 Bathroom,900
Murray Hill,8500.00,3 Bedroom,3 Bathroom,1666
Harlem,1600.00,1 Bedroom,1 Bathroom,675
Financial District,5400.00,2 Bedroom,2 Bathroom,1564
Midtown,9650.00,3 Bedroom,2.5 Bathroom,1489
Brooklyn Heights,7995.00,3 Bedroom,2 Bathroom,2000
Midtown West,4500.00,1 Bedroom,2 Bathroom,955
Battery Park City,6800.00,2 Bedroom,2 Bathroom,1125
Upper East Side,6500.00,2 Bedroom,2 Bathroom,1081
Battery Park City,10000.00,2 Bedroom,2.5 Bathroom,1320
Stuyvesant Town,3177.00,1 Bedroom,1 Bathroom,748
Clinton Hill,1795.00,Studio,1 Bathroom,320
Midtown East,3100.00,1 Bedroom,1 Bathroom,707
Chelsea,7500.00,2 Bedroom,2 Bathroom,1370
West Village,3100.00,Studio,1 Bathroom,552
Midtown East,5500.00,3 Bedroom,2 Bathroom,1600
Murray Hill,4400.00,1 Bedroom,1 Bathroom,767
Chelsea,3750.00,1 Bedroom,1 Bathroom,726
Rego Park,1625.00,Studio,1 Bathroom,500
Chelsea,8600.00,2 Bedroom,2 Bathroom,1113
Boerum Hill,4500.00,Studio,1 Bathroom,2000
Upper East Side,5100.00,2 Bedroom,2 Bathroom,1031
Chelsea,8400.00,2 Bedroom,2.5 Bathroom,1400
Flatiron,2400.00,Studio,1 Bathroom,400
Harlem,3495.00,2 Bedroom,2 Bathroom,1100
Midtown,7000.00,2 Bedroom,2 Bathroom,1160
Chelsea,2500.00,1 Bedroom,1 Bathroom,650
Upper East Side,3000.00,1 Bedroom,1 Bathroom,758
Sunset Park,3200.00,4 Bedroom,1 Bathroom,1500
Kips Bay,1680.00,Studio,1 Bathroom,350
Upper West Side,3400.00,1 Bedroom,1 Bathroom,544
Park Slope,5100.00,3 Bedroom,2 Bathroom,1885
Murray Hill,4995.00,2 Bedroom,2 Bathroom,966
Midtown West,3900.00,1 Bedroom,1 Bathroom,800
Midtown West,2450.00,Studio,1 Bathroom,455
Crown Heights,3600.00,3 Bedroom,1 Bathroom,1500
Columbia Street Waterfront,3000.00,2 Bedroom,1 Bathroom,781
Upper East Side,2500.00,Studio,1 Bathroom,575
East Village,6000.00,3 Bedroom,1 Bathroom,1100
Upper East Side,4650.00,2 Bedroom,2 Bathroom,1100
Corona,2285.00,2 Bedroom,1 Bathroom,1077
East Village,24166.67,Studio,1 Bathroom,5800
Astoria,2600.00,2 Bedroom w/ HO,1 Bathroom,1000
DUMBO,6750.00,2 Bedroom,2 Bathroom,1620
Sunnyside,2060.00,1 Bedroom,1 Bathroom,850
Upper West Side,2750.00,1 Bedroom,1 Bathroom,700
Park Slope,3200.00,2 Bedroom,1 Bathroom,1100
Downtown Brooklyn,4308.00,2 Bedroom,2 Bathroom,931
Bedford-Stuyvesant,2650.00,1 Bedroom,1 Bathroom,1300
Park Slope,4491.00,3 Bedroom,1.5 Bathroom,1085
Chelsea,5800.00,2 Bedroom,2 Bathroom,956
Nolita,7000.00,2 Bedroom,2 Bathroom,1613
Greenwich Village,7500.00,2 Bedroom w/ HO,2 Bathroom,1620
Upper East Side,10000.00,4 Bedroom,3 Bathroom,1900
Downtown Brooklyn,3000.00,1 Bedroom,1 Bathroom,714
Astoria,2300.00,1 Bedroom,1 Bathroom,680
Soho,17500.00,3 Bedroom,2.5 Bathroom,2541
Gramercy,8495.00,3 Bedroom,3 Bathroom,1400
Midtown East,2450.00,Studio,1 Bathroom,531
Chelsea,9500.00,2 Bedroom,2 Bathroom,1624
Astoria,2395.00,1 Bedroom,1 Bathroom,790
Soundview,2100.00,3 Bedroom,2 Bathroom,900
Washington Heights,1700.00,2 Bedroom,1 Bathroom,550
Financial District,8000.00,1 Bedroom,1 Bathroom,1108
Gramercy,2795.00,Studio,1 Bathroom,545
Tudor City,3900.00,1 Bedroom,1 Bathroom,850
Chelsea,4500.00,1 Bedroom,1 Bathroom,800
Brighton Beach,3700.00,2 Bedroom,2 Bathroom,1429
Chelsea,4095.00,1 Bedroom,1 Bathroom,900
Brooklyn Heights,4500.00,2 Bedroom,2 Bathroom,1200
Harlem,3000.00,1 Bedroom,1 Bathroom,1100
Midtown West,3996.00,1 Bedroom,1 Bathroom,768
Upper West Side,4250.00,1 Bedroom,1 Bathroom,750
Prospect Heights,2495.00,1 Bedroom,1 Bathroom,600
Upper East Side,4000.00,1 Bedroom,1 Bathroom,790
Soho,3725.00,1 Bedroom,1 Bathroom,600
Chelsea,5250.00,1 Bedroom,1 Bathroom,845
Upper West Side,2525.00,1 Bedroom,1 Bathroom,500
Financial District,5500.00,1 Bedroom,1 Bathroom,802
Midtown,9250.00,1 Bedroom,1 Bathroom,900
Midtown,3500.00,1 Bedroom,1 Bathroom,741
East Village,4900.00,3 Bedroom,1 Bathroom,792
Jackson Heights,1800.00,1 Bedroom,1 Bathroom,700
East Harlem,3000.00,3 Bedroom,2 Bathroom,800
Washington Heights,2100.00,1 Bedroom,1 Bathroom,631
Morningside Heights,5950.00,2 Bedroom,2 Bathroom,1300
Soho,7900.00,2 Bedroom,2 Bathroom,1450
Upper West Side,14000.00,3 Bedroom,3 Bathroom,1794
Williamsburg,3490.00,1 Bedroom,1 Bathroom,700
Williamsburg,4500.00,3 Bedroom,1 Bathroom,1800
Upper West Side,2995.00,Studio,1 Bathroom,590
Greenwich Village,3495.00,1 Bedroom,1 Bathroom,650
Greenpoint,2600.00,1 Bedroom,1 Bathroom,800
South Williamsburg,4200.00,2 Bedroom,2 Bathroom,1222
Upper East Side,4595.00,2 Bedroom,2 Bathroom,950
Park Slope,3000.00,1 Bedroom,1 Bathroom,734
Clinton Hill,3950.00,2 Bedroom,2 Bathroom,1160
Upper East Side,3800.00,1 Bedroom,1 Bathroom,712
Midtown,3000.00,1 Bedroom,1 Bathroom,850
Greenwich Village,18750.00,3 Bedroom,3 Bathroom,1954
Upper West Side,3650.00,1 Bedroom,1 Bathroom,800
Long Island City,2000.00,Studio,1 Bathroom,484
Fort Greene,2450.00,1 Bedroom,1 Bathroom,600
Tribeca,4500.00,1 Bedroom,1 Bathroom,853
Upper West Side,20000.00,4 Bedroom,4 Bathroom,4133
Flatiron,7000.00,2 Bedroom,2 Bathroom,1100
Upper East Side,3500.00,1 Bedroom,1.5 Bathroom,800
South Williamsburg,2800.00,1 Bedroom,1 Bathroom,657
Cobble Hill,3950.00,2 Bedroom,2 Bathroom,848
Upper East Side,9000.00,2 Bedroom,2.5 Bathroom,1328
Clinton Hill,4800.00,3 Bedroom,2 Bathroom,1450
Upper West Side,4800.00,2 Bedroom,1 Bathroom,800
East Village,3300.00,2 Bedroom,1 Bathroom,532
Midtown West,4200.00,2 Bedroom,2 Bathroom,1050
Bedford-Stuyvesant,2200.00,3 Bedroom,1 Bathroom,950
Harlem,3500.00,2 Bedroom,2 Bathroom,1250
Prospect Heights,3000.00,3 Bedroom,1 Bathroom,1000
Flatiron,9900.00,2 Bedroom,3 Bathroom,2100
Tribeca,18000.00,3 Bedroom,2.5 Bathroom,1794
Harlem,8950.00,5 Bedroom,4 Bathroom,2785
Fort Greene,2475.00,1 Bedroom,1 Bathroom,600
Park Slope,2500.00,1 Bedroom,1 Bathroom,700
Tribeca,14500.00,3 Bedroom,3 Bathroom,1980
Murray Hill,2700.00,1 Bedroom,1 Bathroom,550
Kips Bay,2227.00,1 Bedroom,1 Bathroom,600
East Village,2349.00,1 Bedroom,1 Bathroom,750
Astoria,3595.00,4 Bedroom,2 Bathroom,1650
Murray Hill,2395.00,Studio,1 Bathroom,550
Midtown,3100.00,Studio,1 Bathroom,600
Midtown East,6500.00,2 Bedroom,2 Bathroom,1388
Brooklyn Heights,3495.00,2 Bedroom,1 Bathroom,1050
Clinton Hill,2450.00,1 Bedroom,1 Bathroom,750
Flushing,1650.00,1 Bedroom,1 Bathroom,825
Upper East Side,9000.00,2 Bedroom,2.5 Bathroom,1545
Downtown Brooklyn,2750.00,Studio,1 Bathroom,510
Upper East Side,5495.00,2 Bedroom,2 Bathroom,1300
Chelsea,3000.00,Studio,1 Bathroom,450
Upper West Side,7895.00,3 Bedroom,3 Bathroom,1740
Midtown West,2700.00,Studio,1 Bathroom,491
Financial District,2600.00,Studio,1 Bathroom,507
Upper West Side,3595.00,1 Bedroom,1 Bathroom,650
West Village,7250.00,2 Bedroom,2 Bathroom,1300
Sunset Park,1900.00,2 Bedroom,1 Bathroom,900
Boerum Hill,4500.00,2 Bedroom,3 Bathroom,1200
Greenwich Village,2600.00,Studio,1 Bathroom,400
Ditmas Park,1800.00,1 Bedroom,1 Bathroom,880
Soho,4250.00,1 Bedroom,1 Bathroom,750
Gramercy,3200.00,Alcove Studio,1 Bathroom,600
Greenwich Village,2600.00,Studio,1 Bathroom,500
Astoria,2000.00,1 Bedroom,1 Bathroom,900
Upper East Side,3095.00,1 Bedroom,1 Bathroom,661
Upper East Side,1984.00,Studio,1 Bathroom,450
Kingsbridge,800.00,Studio,1.5 Bathroom,100
Brooklyn Heights,7500.00,2 Bedroom,2 Bathroom,1430
Stuyvesant Town,4382.00,2 Bedroom,1 Bathroom,955
Soho,7500.00,3 Bedroom,2 Bathroom,1800
Park Slope,4900.00,3 Bedroom,2 Bathroom,1250
Midtown East,8700.00,2 Bedroom,2 Bathroom,1596
Greenwich Village,3050.00,Studio,1 Bathroom,475
Midtown East,3045.00,1 Bedroom,1 Bathroom,700
Upper East Side,9000.00,2 Bedroom,2 Bathroom,1515
Midtown,6300.00,2 Bedroom,2 Bathroom,1057
Murray Hill,6000.00,2 Bedroom,2 Bathroom,1374
Financial District,2900.00,Studio,1 Bathroom,588
Mill Basin,1200.00,Studio,1 Bathroom,500
Greenpoint,4800.00,3 Bedroom,2 Bathroom,1100
Upper East Side,2300.00,1 Bedroom,1 Bathroom,700
Upper West Side,7750.00,2 Bedroom,2.5 Bathroom,1429
Upper West Side,7200.00,2 Bedroom,2 Bathroom,1415
Upper West Side,3000.00,1 Bedroom,1 Bathroom,640
Financial District,3288.00,Alcove Studio,1 Bathroom,698
Columbia Street Waterfront,3950.00,2 Bedroom,1 Bathroom,930
Downtown Brooklyn,3815.00,1 Bedroom,1 Bathroom,750
Midtown East,5800.00,2 Bedroom,2 Bathroom,1225
Williamsburg,3900.00,1 Bedroom,1 Bathroom,1100
Chelsea,6995.00,2 Bedroom,2 Bathroom,1350
Chelsea,14500.00,3 Bedroom,3 Bathroom,2100
Upper West Side,3900.00,1 Bedroom,1 Bathroom,700
Bushwick,2025.00,1 Bedroom,1 Bathroom,1
Upper East Side,5750.00,2 Bedroom,2 Bathroom,1461
Upper East Side,17000.00,3 Bedroom,3.5 Bathroom,1946
DUMBO,5650.00,2 Bedroom,1 Bathroom,822
Upper West Side,4500.00,1 Bedroom,1 Bathroom,950
Chelsea,2700.00,1 Bedroom,1 Bathroom,575
Greenpoint,2700.00,2 Bedroom,1 Bathroom,700
Tribeca,9750.00,2 Bedroom,2 Bathroom,1550
Kensington,2600.00,2 Bedroom,1 Bathroom,1000
Tribeca,9400.00,1 Bedroom,2 Bathroom,2350
Tribeca,10500.00,2 Bedroom,2 Bathroom,1887
West Village,4950.00,1 Bedroom,1 Bathroom,800
Crown Heights,2300.00,2 Bedroom,1 Bathroom,1300
Upper East Side,3800.00,1 Bedroom,1 Bathroom,713
Tribeca,10750.00,2 Bedroom,2 Bathroom,1611
Upper East Side,6000.00,2 Bedroom,2 Bathroom,1087
Williamsburg,3800.00,2 Bedroom,1 Bathroom,800
Upper West Side,3995.00,2 Bedroom,2 Bathroom,1037
Bedford-Stuyvesant,1400.00,1 Bedroom,1 Bathroom,700
Tribeca,7400.00,2 Bedroom,2 Bathroom,1600
West Village,3350.00,Studio,1 Bathroom,587
Upper West Side,2225.00,Studio,1 Bathroom,475
Upper East Side,13000.00,2 Bedroom,2 Bathroom,1695
Lower East Side,3900.00,1 Bedroom,1 Bathroom,800
Chelsea,29000.00,3 Bedroom w/ HO,3.5 Bathroom,4570
Midtown West,2500.00,Studio,1 Bathroom,435
Park Slope,3050.00,2 Bedroom,1 Bathroom,1000
Bushwick,2700.00,1 Bedroom,1 Bathroom,796
Lower East Side,4999.00,3 Bedroom,2 Bathroom,1700
Midtown East,2900.00,1 Bedroom,1 Bathroom,775
West Village,7500.00,2 Bedroom,2 Bathroom,950
Harlem,4000.00,3 Bedroom,2 Bathroom,1174
Bedford-Stuyvesant,4892.00,5 Bedroom,3 Bathroom,2352
Gravesend,1650.00,1 Bedroom,1 Bathroom,619
Upper East Side,23000.00,4 Bedroom,3 Bathroom,2778
Union Square,2900.00,Studio,1 Bathroom,568
Tribeca,3250.00,Studio,1 Bathroom,495
Boerum Hill,3500.00,1 Bedroom,1 Bathroom,1000
Bay Ridge,2800.00,3 Bedroom,1 Bathroom,1500
Bedford-Stuyvesant,3000.00,2 Bedroom,2 Bathroom,950
Midtown West,3895.00,1 Bedroom,1 Bathroom,782
Nolita,8500.00,2 Bedroom,2 Bathroom,2000
Gramercy,4450.00,1 Bedroom,1 Bathroom,703
Upper East Side,29842.00,Studio,1 Bathroom,4213
Williamsburg,3300.00,1 Bedroom,1 Bathroom,630
Tribeca,4600.00,1 Bedroom,1 Bathroom,650
Gramercy,5500.00,2 Bedroom,2 Bathroom,1198
Financial District,4150.00,1 Bedroom,1 Bathroom,875
Upper East Side,3100.00,1 Bedroom,1 Bathroom,718
Fort Greene,3750.00,1 Bedroom,1 Bathroom,937
Upper West Side,7600.00,4 Bedroom,3 Bathroom,1700
Clinton Hill,3000.00,3 Bedroom,1 Bathroom,0
Park Slope,3100.00,1 Bedroom,1 Bathroom,950
East Village,3750.00,2 Bedroom,1 Bathroom,750
Upper East Side,4600.00,1 Bedroom,1.5 Bathroom,744
Downtown Brooklyn,2899.00,1 Bedroom,1 Bathroom,664
Fordham,2100.00,2 Bedroom,2 Bathroom,1300
Bay Ridge,1500.00,2 Bedroom,1 Bathroom,700
Upper West Side,14750.00,4 Bedroom,4 Bathroom,3200
Brooklyn Heights,3200.00,1 Bedroom,1 Bathroom,676
Downtown Brooklyn,3100.00,2 Bedroom,2 Bathroom,811
East Village,2400.00,1 Bedroom,1 Bathroom,353
Clinton Hill,2600.00,1 Bedroom,1 Bathroom,650
Midtown East,10795.00,2 Bedroom,2.5 Bathroom,1636
Midtown East,2450.00,Studio,1 Bathroom,400
West Village,2000.00,Studio,1 Bathroom,495
Bedford-Stuyvesant,3200.00,3 Bedroom,2 Bathroom,1620
Murray Hill,3900.00,1 Bedroom,1.5 Bathroom,884
Chinatown,8000.00,2 Bedroom,2 Bathroom,1400
Prospect Heights,2850.00,1 Bedroom,1 Bathroom,750
Park Slope,5200.00,3 Bedroom,2 Bathroom,1200
Battery Park City,5200.00,2 Bedroom,2 Bathroom,873
Lower East Side,4995.00,2 Bedroom,2 Bathroom,911
East Williamsburg,2400.00,2 Bedroom,1 Bathroom,700
South Williamsburg,2600.00,1 Bedroom,1 Bathroom,600
DUMBO,8400.00,3 Bedroom,3 Bathroom,1656
Fort Greene,2500.00,1 Bedroom,1 Bathroom,700
Melrose,1250.00,Alcove Studio,1 Bathroom,800
Williamsburg,4075.00,1 Bedroom w/ HO,1 Bathroom,830
Astoria,2600.00,2 Bedroom,1 Bathroom,950
Park Slope,4175.00,3 Bedroom,2 Bathroom,1362
Chelsea,5375.00,2 Bedroom,1 Bathroom,900
